iter	Logloss	Precision:use_weights=true	Precision:use_weights=false	Recall:use_weights=true	Recall:use_weights=false	F1:use_weights=true	F1:use_weights=false	AUC
50	0.5741584901	0.618919319	0.2014068529	0.9060231171	0.9060231171	0.7354444304	0.3295544994	0.7272701463
51	0.5741584248	0.6189192652	0.2014068162	0.9060465625	0.9060465625	0.7354521164	0.3295560012	0.7272703057
52	0.5739394217	0.6195316234	0.2018248634	0.9030533695	0.9030533695	0.734895093	0.3299162162	0.727668694
53	0.5739394215	0.6195305918	0.2018241584	0.9030533695	0.9030533695	0.7348943673	0.3299152742	0.727668694
54	0.5739245886	0.6196131446	0.2018805851	0.9025453863	0.9025453863	0.734784155	0.3299567294	0.7276691138
55	0.5739010567	0.6196973873	0.2019381839	0.9020295881	0.9020295881	0.7346723664	0.3299991566	0.7276984986
56	0.5738896495	0.6197138351	0.2019494317	0.9017326133	0.9017326133	0.7345854028	0.3299942943	0.7277009492
57	0.5738896495	0.6197138351	0.2019494317	0.9017326133	0.9017326133	0.7345854028	0.3299942943	0.7277009492
58	0.5738896494	0.6197065992	0.2019444833	0.9017326133	0.9017326133	0.7345803192	0.329987688	0.7277009492
59	0.5736853146	0.619987421	0.2021366187	0.9003884117	0.9003884117	0.7343309164	0.3301538995	0.7281019646
60	0.5726440637	0.6213934061	0.203101464	0.8967387482	0.8967387482	0.7340962294	0.3311916596	0.7288686656
61	0.572303827	0.6211643519	0.2029439487	0.9002399243	0.9002399243	0.7351063197	0.3312199344	0.7294370656
62	0.5716198455	0.6217423392	0.2033416639	0.8997475714	0.8997475714	0.7353465256	0.3317159889	0.730382121
63	0.5707227568	0.6218516435	0.2034169687	0.900529084	0.900529084	0.7356838941	0.3318692902	0.7307406618
64	0.5705813667	0.6213989432	0.2031052733	0.902709504	0.902709504	0.7360929373	0.3316017552	0.7309755813
65	0.5701134113	0.6220698518	0.2035673899	0.9003884117	0.9003884117	0.7357896099	0.3320598861	0.7319727443
66	0.568922966	0.6238449403	0.2047953974	0.8963401768	0.8963401768	0.7356699888	0.3334127914	0.7340019051
67	0.5679717859	0.622995035	0.2042064624	0.9019670671	0.9019670671	0.7369638941	0.3330173776	0.7353214802
68	0.567210386	0.6232787326	0.2044028498	0.9022562267	0.9022562267	0.7372589058	0.3332982088	0.7365686376
69	0.5668708512	0.6233851623	0.2044765762	0.902709504	0.902709504	0.73748467	0.3334271483	0.73685919
70	0.5664105165	0.6234620399	0.2045298486	0.9031940417	0.9031940417	0.7377001362	0.333531022	0.7377135983
71	0.5654003674	0.624752966	0.205426585	0.8989582438	0.8989582438	0.7371827752	0.3344303856	0.7392483748
72	0.5643932176	0.6259279105	0.2062463627	0.8945895887	0.8945895887	0.7365237063	0.3352104345	0.7409099525
73	0.5637972551	0.6260332917	0.2063200577	0.8947302609	0.8947302609	0.7366443383	0.3353176434	0.7422979929
74	0.5632753021	0.6271104229	0.2070749144	0.8916745469	0.8916745469	0.7363496654	0.3360974216	0.7431443251
75	0.5626742539	0.6276277066	0.2074384676	0.8911665638	0.8911665638	0.7365327057	0.336539923	0.74381821
76	0.5622301044	0.6279244994	0.2076473625	0.8895957236	0.8895957236	0.7361996775	0.3367024282	0.7447084143
77	0.5618073469	0.6282500488	0.2078767542	0.8893925303	0.8893925303	0.736353748	0.3369893517	0.7454383239
78	0.5612320881	0.6291262164	0.2084954652	0.886071102	0.886071102	0.7358124953	0.337561574	0.7460774572
79	0.5607673628	0.6294901085	0.2087530047	0.8850316903	0.8850316903	0.7357024444	0.337823386	0.7467005386
80	0.56043219	0.6299633229	0.2090884216	0.8838359761	0.8838359761	0.7356117139	0.3381750276	0.7473423255
81	0.5600723945	0.629985246	0.2091039747	0.8846174887	0.8846174887	0.7358972138	0.3382525427	0.7476664039
82	0.5598029606	0.6300868777	0.2091760923	0.8845237072	0.8845237072	0.7359340896	0.338340032	0.7481309302
83	0.5595939308	0.6303030955	0.2093296079	0.8841095055	0.8841095055	0.7359380894	0.3385104737	0.7485833357
84	0.5593345656	0.6309026923	0.2097559526	0.8827496737	0.8827496737	0.735874575	0.3389675884	0.748913994
85	0.5590566862	0.6310284465	0.2098454878	0.883390514	0.883390514	0.7361827318	0.3391317392	0.7492952096
86	0.558887616	0.6312190675	0.2099812849	0.8829841275	0.8829841275	0.7361712344	0.339279065	0.7495003588
87	0.5586236871	0.6316507164	0.210289135	0.8818118587	0.8818118587	0.7360566444	0.3395939644	0.7498879267
88	0.5584606412	0.632004124	0.2105415424	0.8815539595	0.8815539595	0.7362066167	0.3399038454	0.7502025797
89	0.5582963387	0.632464668	0.2108709533	0.8801003462	0.8801003462	0.7360111705	0.3402245304	0.7504585891
90	0.5581386209	0.6328713456	0.2111622933	0.8795142118	0.8795142118	0.7360812723	0.3405597114	0.7507380762
91	0.557962823	0.6331029642	0.211328415	0.8786701783	0.8786701783	0.7359420257	0.3407123225	0.7510690177
92	0.5578268248	0.6332889482	0.2114619078	0.8784435396	0.8784435396	0.7359881325	0.3408687372	0.7512842458
93	0.5577138298	0.633693097	0.2117523028	0.8774588338	0.8774588338	0.7359148932	0.3411715551	0.7513975372
94	0.557507301	0.6342353049	0.2121425689	0.875098666	0.875098666	0.735448191	0.3414985986	0.7516288758
95	0.5573271787	0.6343055633	0.2121931953	0.8754269012	0.8754269012	0.7356113308	0.3415891855	0.7518272261
96	0.5570104308	0.6344182577	0.212274427	0.875723876	0.875723876	0.7357919539	0.3417170477	0.7520824844
97	0.5568552461	0.6345647512	0.2123800715	0.8757082457	0.8757082457	0.7358849509	0.3418527281	0.7522872666
98	0.5566431573	0.6347211987	0.2124929565	0.8753018592	0.8753018592	0.7358465718	0.3419679469	0.752413149
99	0.5564928839	0.6349436604	0.212653585	0.8754034558	0.8754034558	0.7360319606	0.3421836838	0.7526555311
100	0.5563917646	0.6351765508	0.2128218832	0.8744812711	0.8744812711	0.7358621132	0.3423309317	0.7527912653
101	0.5562577278	0.635392485	0.2129780557	0.8740826997	0.8740826997	0.7358657953	0.3425023541	0.7530493379
102	0.5561073274	0.6355980101	0.2131268141	0.8739420274	0.8739420274	0.7359537339	0.3426838723	0.7532601077
103	0.5559423073	0.6360245532	0.213435901	0.8723321116	0.8723321116	0.7356677031	0.3429590631	0.7534355047
104	0.5557895422	0.6363834485	0.2136963412	0.8715427839	0.8715427839	0.7356267043	0.343234039	0.7536680905
105	0.555677075	0.6365407856	0.213810624	0.8714958932	0.8714958932	0.7357151033	0.3433777975	0.7538723528
106	0.5555891537	0.6366803722	0.2139120686	0.870862868	0.870862868	0.7355826091	0.3434594058	0.7539750609
107	0.5555189711	0.6368187724	0.2140127021	0.8703627	0.8703627	0.7354964433	0.3435501633	0.7540985617
108	0.5553950507	0.6370111938	0.2141527002	0.8699797588	0.8699797588	0.735487952	0.3437006482	0.7542986548
109	0.5553120704	0.6371774585	0.2142737471	0.8695655572	0.8695655572	0.7354506587	0.343824162	0.7544038034
110	0.5551994877	0.6372494144	0.2143261565	0.8697531202	0.8697531202	0.7355656726	0.3439062942	0.7545763613
111	0.5551589158	0.6373773448	0.2144193692	0.8695733723	0.8695733723	0.7355865867	0.3440122186	0.7546322401
112	0.5550397755	0.6374191604	0.2144498464	0.8693936244	0.8693936244	0.7355501091	0.3440373711	0.7548194925
113	0.5549392186	0.6375381393	0.2145365893	0.8692842127	0.8692842127	0.7355901493	0.3441404147	0.7549301121
114	0.5547883642	0.6375981332	0.2145803429	0.8692216917	0.8692216917	0.7356076935	0.3441918039	0.7550596835
115	0.554713958	0.6377425859	0.2146857318	0.869120095	0.869120095	0.7356674286	0.3443193956	0.755186611
116	0.5546578487	0.6378553554	0.2147680442	0.8687215236	0.8687215236	0.7355996018	0.3443939436	0.7552733156
117	0.5545035575	0.6380655388	0.2149215515	0.8685261455	0.8685261455	0.735669271	0.3445759075	0.7554180028
118	0.5544374003	0.6381635984	0.2149932097	0.8685183304	0.8685183304	0.7357316397	0.3446673831	0.7554990232
119	0.5543698274	0.6383567974	0.2151344675	0.8684870699	0.8684870699	0.7358487983	0.3448464189	0.7556149766
120	0.5543411194	0.638420914	0.2151813686	0.8685183304	0.8685183304	0.7359026163	0.3449091352	0.7556682968
121	0.5542394575	0.6385566899	0.2152807247	0.8682682464	0.8682682464	0.7359030024	0.3450170178	0.7558034592
122	0.554169671	0.6386947579	0.2153818088	0.8673226162	0.8673226162	0.735654738	0.3450720429	0.7559089908
123	0.5540876887	0.6388763166	0.2155148118	0.8665411037	0.8665411037	0.7354937986	0.3451807623	0.7560110967
124	0.5540178155	0.6390509679	0.2156428384	0.8665098432	0.8665098432	0.7355982567	0.3453424739	0.7560825039
125	0.5539234238	0.6393716736	0.2158781428	0.8660331205	0.8660331205	0.7356387436	0.3456062026	0.7561890224
126	0.5538673986	0.6395209978	0.2159877977	0.8654079105	0.8654079105	0.7355118602	0.3456968569	0.7562625102
127	0.5537840742	0.6397785782	0.2161770911	0.8647827004	0.8647827004	0.7354561816	0.3458892923	0.7564188979
128	0.5536953722	0.6397857866	0.2161823911	0.865314129	0.865314129	0.7356530619	0.3459385657	0.7565480714
129	0.5536355838	0.6398848845	0.216255267	0.8655720281	0.8655720281	0.7358117693	0.3460524815	0.7566390732
130	0.5536080073	0.6398928571	0.2162611311	0.8654704315	0.8654704315	0.735780328	0.3460518689	0.7566749851
131	0.553533079	0.6400964912	0.2164109698	0.8656032886	0.8656032886	0.7359629526	0.3462543043	0.7567876603
132	0.5534477113	0.6401818131	0.216473785	0.8654079105	0.8654079105	0.7359487071	0.3463190601	0.7568831695
133	0.5533946396	0.6402743878	0.2165419621	0.8653453895	0.8653453895	0.735987263	0.3464012927	0.75696745
134	0.5533353664	0.6403122501	0.2165698527	0.8653688348	0.8653688348	0.7360207568	0.346438857	0.7570567902
135	0.5532542358	0.6404576279	0.2166769787	0.8648452214	0.8648452214	0.7359272843	0.3465338939	0.7571709876
136	0.5532129633	0.6403863569	0.2166244534	0.8649233727	0.8649233727	0.73590852	0.3464729868	0.7572513119
137	0.5531544876	0.6404698939	0.21668602	0.8647983307	0.8647983307	0.7359184045	0.346541692	0.7573403709
138	0.553102261	0.6406318188	0.2168054122	0.8648139609	0.8648139609	0.736030946	0.3466956157	0.7574353445
139	0.5530638754	0.6406659973	0.2168306221	0.8649077424	0.8649077424	0.7360874685	0.3467353844	0.7574844784
140	0.5529928058	0.6407370052	0.2168830074	0.8648217761	0.8648217761	0.7361031953	0.3467954483	0.7575264818
141	0.5529377773	0.6407987525	0.216928572	0.8647983307	0.8647983307	0.7361354477	0.3468518098	0.7576179788
142	0.5528054517	0.6408099968	0.2169368705	0.8647279946	0.8647279946	0.7361173835	0.3468567595	0.7577144097
143	0.5527957732	0.6407801181	0.2169148202	0.8648452214	0.8648452214	0.7361401387	0.346838002	0.7577335094
144	0.5527720088	0.6408053865	0.216933468	0.8647279946	0.8647279946	0.7361143416	0.3468524103	0.7577642138
145	0.5527590607	0.640796166	0.2169266632	0.8647279946	0.8647279946	0.7361082579	0.3468437122	0.7577873381
146	0.5527281458	0.6409226315	0.217020016	0.8645404316	0.8645404316	0.7361237111	0.3469479283	0.7578203635
147	0.5526871687	0.6409348786	0.2170290587	0.8643763139	0.8643763139	0.7360722893	0.3469462656	0.7578747765
148	0.5526123841	0.6410663983	0.217126193	0.8640793392	0.8640793392	0.7360512886	0.3470464251	0.7579578454
149	0.5525328761	0.6412737816	0.2172794522	0.8640168181	0.8640168181	0.7361652726	0.3472371192	0.7580815919
150	0.5524701274	0.641359728	0.2173430022	0.8638448854	0.8638448854	0.7361594773	0.3473043732	0.7581781308
151	0.5524128942	0.6412908683	0.2172920848	0.863946482	0.863946482	0.736150999	0.3472475695	0.7582555495
152	0.5523797493	0.6413935879	0.2173680442	0.863696398	0.863696398	0.7361278552	0.3473243398	0.7583150323
153	0.5523384667	0.6414400595	0.2174024186	0.8640402635	0.8640402635	0.736283337	0.3473960224	0.7583961584
154	0.5523255047	0.6414678033	0.2174229432	0.8639621123	0.8639621123	0.7362732367	0.3474159076	0.7584155604
155	0.552281442	0.641484358	0.2174351911	0.8636182468	0.8636182468	0.7361592423	0.3474037304	0.7585010589
156	0.5522244583	0.6415879188	0.2175118274	0.8634228686	0.8634228686	0.7361564262	0.3474857208	0.7585992977
157	0.5522075929	0.6416355985	0.2175471208	0.8634150535	0.8634150535	0.7361849701	0.3475301234	0.7586140791
158	0.5521750039	0.6416702309	0.2175727603	0.863321272	0.863321272	0.7361736713	0.3475552395	0.7586550912
159	0.5521533171	0.6416354032	0.2175469762	0.8632665661	0.8632665661	0.736130861	0.347517909	0.7586888963
160	0.5520835523	0.6417531775	0.2176341815	0.8631805997	0.8631805997	0.7361771009	0.3476221949	0.7587953739
161	0.5520458775	0.6418592163	0.2177127297	0.8635244653	0.8635244653	0.7363719207	0.3477502797	0.7588634687
162	0.5520285424	0.6418863435	0.2177328291	0.8634697594	0.8634697594	0.7363698802	0.3477714825	0.7588845868
163	0.5519900711	0.6419566702	0.2177849458	0.8632509359	0.8632509359	0.7363365613	0.3478202	0.7589559465
164	0.5519330484	0.6420527516	0.2178561702	0.862758583	0.862758583	0.7362205606	0.3478710247	0.7590424913
165	0.5518982797	0.6421274507	0.2179115616	0.8626100956	0.8626100956	0.7362155919	0.3479295611	0.7590756107
166	0.5518444361	0.6421276891	0.2179117384	0.8626022805	0.8626022805	0.7362129022	0.3479291508	0.7591496065
167	0.5517907303	0.6422731248	0.2180196267	0.86257102	0.86257102	0.7362970927	0.3480641118	0.7592444686
168	0.5517275718	0.6423795129	0.2180985851	0.8623209359	0.8623209359	0.7362758524	0.3481443502	0.7593465122
169	0.5516964423	0.6424605749	0.2181587681	0.8620474066	0.8620474066	0.7362293577	0.3481987136	0.7593888348
170	0.5516279806	0.6424946181	0.2181840482	0.8619614402	0.8619614402	0.7362203546	0.3482238984	0.7594809838
171	0.5516112332	0.6425336106	0.2182130074	0.8619223645	0.8619223645	0.7362316985	0.3482575911	0.7595014929
172	0.5515973641	0.6425063387	0.2181927525	0.8619770704	0.8619770704	0.7362337507	0.3482362599	0.7595285444
173	0.5515469035	0.642627182	0.2182825189	0.8621099276	0.8621099276	0.7363615475	0.3483614258	0.7595865989
174	0.5515141405	0.6426066465	0.2182672616	0.8620786671	0.8620786671	0.7363366629	0.3483394438	0.7596489705
175	0.5514932838	0.6426569631	0.2183046474	0.8621802637	0.8621802637	0.7364067555	0.3483953483	0.7596764987
176	0.5514642894	0.6427052642	0.2183405422	0.8623834569	0.8623834569	0.7365125786	0.3484576483	0.7597261311
177	0.5514206299	0.6427851873	0.2183999509	0.8622818603	0.8622818603	0.7365279945	0.3485250034	0.7597907379
178	0.5513475816	0.6427895381	0.2184031855	0.8620317763	0.8620317763	0.7364396052	0.3485086888	0.7598423668
179	0.5513414226	0.6427892015	0.2184029352	0.8620239612	0.8620239612	0.7364365323	0.3485077315	0.759848977
180	0.5512685131	0.6427821613	0.2183977013	0.8619145494	0.8619145494	0.7363919825	0.3484921257	0.7599374084
181	0.5512394139	0.6428179583	0.2184243154	0.8618676587	0.8618676587	0.7363983578	0.3485221733	0.7599702741
182	0.5511964318	0.6428628687	0.2184577102	0.8617348015	0.8617348015	0.7363793226	0.348553817	0.7600150652
183	0.5511669307	0.6429005225	0.2184857132	0.861703541	0.861703541	0.7363926101	0.3485869017	0.7600561802
184	0.5511277906	0.6430434762	0.2185920631	0.8616019444	0.8616019444	0.7364492682	0.348713926	0.7600950556
185	0.5511089863	0.6430483571	0.2185956952	0.8614847175	0.8614847175	0.7364096431	0.3487089452	0.7601175601
186	0.5510269821	0.6431736014	0.2186889182	0.861265894	0.861265894	0.7364117846	0.3488096067	0.760232824
187	0.5509691625	0.6432541334	0.2187488834	0.8611721125	0.8611721125	0.7364302803	0.3488781841	0.7603039741
188	0.5509184918	0.6432912909	0.2187765573	0.8610861461	0.8610861461	0.7364231939	0.348906323	0.7603964973
189	0.5508412443	0.6434715992	0.2189109003	0.8609220285	0.8609220285	0.7364812829	0.3490636585	0.7604880445
190	0.5506736209	0.6434544759	0.2188981384	0.8610548856	0.8610548856	0.7365186742	0.3490583522	0.7605959251
191	0.5506534673	0.6435131043	0.2189418374	0.8609923646	0.8609923646	0.7365342045	0.3491087697	0.7606249977
192	0.5506335946	0.6435262596	0.2189516442	0.8610548856	0.8610548856	0.7365656969	0.349126376	0.7606615269
193	0.5505922998	0.6436165879	0.2190189928	0.8610236251	0.8610236251	0.7366134215	0.3492094182	0.7607183784
194	0.5505448439	0.643703802	0.2190840408	0.8609454739	0.8609454739	0.7366419321	0.3492856645	0.7607938958
195	0.55049493	0.6437656357	0.2191301718	0.8608048016	0.8608048016	0.7366309168	0.3493327075	0.7608639602
196	0.550456895	0.643805075	0.219159601	0.8607422806	0.8607422806	0.7366338407	0.3493649525	0.7609180641
197	0.5503952269	0.64387232	0.2192097884	0.8608126167	0.8608126167	0.7367036156	0.349434513	0.7609968636
198	0.5503667653	0.6439461738	0.2192649226	0.8606641294	0.8606641294	0.7366975646	0.3494923177	0.7610460143
199	0.5503525048	0.6439282055	0.2192515073	0.8605703479	0.8605703479	0.7366514491	0.3494675441	0.7610725417
200	0.5503321382	0.6439827066	0.2192922011	0.8605312722	0.8605312722	0.7366727935	0.3495160115	0.7610912754
201	0.5503089234	0.6440362104	0.2193321582	0.8605937932	0.8605937932	0.7367307098	0.3495719197	0.7611314638
202	0.5502975799	0.6440442107	0.2193381335	0.8606172386	0.8606172386	0.7367445353	0.3495814432	0.7611522979
203	0.5502710862	0.6441009807	0.2193805398	0.8607579109	0.8607579109	0.7368332242	0.3496469087	0.7611897699
204	0.5502362597	0.6441006647	0.2193803037	0.8604843815	0.8604843815	0.7367327802	0.3496240363	0.7612412439
205	0.550195229	0.6442027541	0.2194565852	0.8605469025	0.8605469025	0.736822477	0.3497260644	0.7613131612
206	0.5501831108	0.6442074361	0.2194600843	0.8605469025	0.8605469025	0.7368255395	0.3497305074	0.761333251
207	0.5501633641	0.6442102962	0.2194622218	0.8605312722	0.8605312722	0.7368216807	0.3497319307	0.7613629
208	0.550128658	0.6442902916	0.2195220164	0.8606250537	0.8606250537	0.736908383	0.349815599	0.761398248
209	0.5500916421	0.6442815767	0.2195155014	0.8605703479	0.8605703479	0.7368826282	0.3498028079	0.7614653151
210	0.5500820567	0.6442980339	0.2195278046	0.860515642	0.860515642	0.7368733355	0.3498139085	0.7614741851
211	0.5500363307	0.6443592634	0.2195735854	0.8603827848	0.8603827848	0.7368646582	0.3498610464	0.7615466756
212	0.5500022795	0.6443878981	0.2195949989	0.8603671546	0.8603671546	0.7368776484	0.3498869359	0.7615813831
213	0.5499666575	0.6444194535	0.2196185993	0.8604218605	0.8604218605	0.7369183448	0.3499214165	0.761641069
214	0.5498959971	0.6444819146	0.219665322	0.860515642	0.860515642	0.7369935799	0.3499884777	0.761758749
215	0.5498762283	0.6444998727	0.2196787573	0.8605390873	0.8605390873	0.7370139205	0.3500074698	0.7617866386
216	0.5498080563	0.6445451241	0.2197126158	0.8605000117	0.8605000117	0.7370291743	0.3500472105	0.7618783056
217	0.5498065011	0.6445474678	0.2197143695	0.8605000117	0.8605000117	0.7370307065	0.3500494362	0.7618799623
218	0.5497595856	0.6445990314	0.2197529583	0.8605000117	0.8605000117	0.7370644166	0.3500984092	0.7619523828
219	0.549730328	0.6446387357	0.2197826768	0.8603827848	0.8603827848	0.7370473618	0.3501264172	0.7619895768
220	0.5496958084	0.6447021035	0.2198301166	0.8603984151	0.8603984151	0.7370945145	0.3501879062	0.7620377578
221	0.5496660455	0.6447373942	0.2198565415	0.8604296756	0.8604296756	0.7371290511	0.3502240234	0.7620920748
222	0.549661504	0.6447669192	0.2198786518	0.8604062302	0.8604062302	0.7371397431	0.3502501332	0.7620963722
223	0.5496014754	0.6448338631	0.2199287929	0.860265558	0.860265558	0.7371318536	0.3503020833	0.7621978654
224	0.5495784627	0.6448134326	0.2199134891	0.8602108521	0.8602108521	0.7370984215	0.3502781349	0.7622134038
225	0.5495556566	0.6447946624	0.21989943	0.8602108521	0.8602108521	0.7370861577	0.3502603007	0.7622400685
226	0.549538848	0.6448284736	0.2199247557	0.8602342975	0.8602342975	0.737116856	0.3502943704	0.7622650843
227	0.5494605503	0.6449441083	0.220011394	0.8601639613	0.8601639613	0.7371665732	0.350398426	0.7623848015
228	0.5494287503	0.6449560042	0.220020309	0.8602108521	0.8602108521	0.7371915633	0.3504136231	0.7624397457
229	0.5494130233	0.6449730275	0.2200330672	0.8601248857	0.8601248857	0.7371711125	0.3504226697	0.7624636757
230	0.5493933885	0.6450343422	0.2200790267	0.8601170706	0.8601170706	0.737208289	0.350480303	0.7624926756
231	0.5493762499	0.6450492476	0.2200902009	0.8600076588	0.8600076588	0.7371778315	0.3504853874	0.7625102088
232	0.5493491016	0.6450349292	0.2200794668	0.8601170706	0.8601170706	0.7372086724	0.3504808611	0.7625481448
233	0.5493278296	0.6450222024	0.2200699263	0.8603515243	0.8603515243	0.7372864628	0.3504882219	0.7625835701
234	0.5492573737	0.6451102447	0.2201359353	0.8603515243	0.8603515243	0.7373439749	0.3505719308	0.7627029761
235	0.5492192942	0.6451626629	0.2201752456	0.8601248857	0.8601248857	0.7372949603	0.3506029527	0.7627551075
236	0.5492061871	0.6451835363	0.2201909015	0.8601327008	0.8601327008	0.7373114618	0.3506234509	0.7627659813
237	0.5491764273	0.6452102842	0.2202109652	0.860140516	0.860140516	0.737331799	0.3506495368	0.7627962488
238	0.5491620323	0.6452352717	0.2202297103	0.8601483311	0.8601483311	0.7373509863	0.3506739502	0.7628127997
239	0.5491274487	0.6452436384	0.2202359871	0.8601952218	0.8601952218	0.737373678	0.3506858044	0.7628605889
240	0.5491107709	0.6452412412	0.2202341887	0.8601795916	0.8601795916	0.7373663699	0.3506822255	0.7628845027
241	0.5490803044	0.6453361249	0.2203053857	0.8598826168	0.8598826168	0.7373191689	0.3507477793	0.7629342956
