iter	Passed	Remaining
154	64421	98087
155	64908	97778
156	65439	97533
157	65859	97122
158	66497	97027
159	67299	97164
160	68058	97226
161	68775	97219
162	69447	97141
163	70093	97019
164	70692	96827
165	71169	96465
166	71760	96253
167	72275	95937
168	72845	95690
169	73339	95341
170	73864	95030
171	74241	94528
172	75545	95196
173	76085	94887
174	76593	94538
175	77116	94205
176	77656	93889
177	78134	93497
178	78592	93082
179	79076	92695
180	79613	92369
181	80195	92093
182	80693	91717
183	81154	91298
184	81549	90806
185	81947	90318
186	82311	89793
187	82894	89508
188	83352	89085
189	83859	88714
190	84315	88288
191	84814	87907
192	85462	87676
193	86021	87351
194	86488	86931
195	87023	86579
196	87532	86199
197	88050	85827
198	88443	85332
199	89040	85034
200	89408	84515
201	89972	84181
202	90455	83771
203	91005	83421
204	91520	83037
205	91917	82547
206	92463	82189
207	92992	81815
208	93582	81492
209	94024	81040
210	94591	80693
211	94967	80185
212	95439	79757
213	95977	79383
214	96503	78998
215	96845	78463
216	97357	78065
217	97845	77648
218	98314	77215
219	98803	76797
220	99292	76379
221	99666	75872
222	100145	75446
223	100665	75049
224	101099	74589
225	101589	74169
226	101907	73624
227	102328	73156
228	102712	72661
229	103101	72170
230	103588	71749
231	104087	71335
232	104550	70896
233	104960	70422
234	105420	69981
235	105885	69543
236	106388	69130
237	106796	68654
238	107179	68164
239	107692	67756
240	108150	67313
241	108661	66903
242	109078	66434
243	109561	66006
244	109991	65545
245	110460	65108
246	110976	64698
247	111454	64266
248	112038	63893
249	112561	63484
250	113083	63074
251	113632	62678
252	114011	62188
253	114497	61756
254	114992	61329
255	115415	60863
256	115892	60426
257	116228	59916
258	116608	59429
259	117086	58993
260	117577	58563
261	118049	58123
262	118598	57721
263	118982	57237
264	119611	56872
265	120024	56402
266	120554	55987
267	121062	55562
268	121544	55124
269	121890	54624
270	122368	54185
271	122872	53756
272	123426	53349
273	123797	52862
274	124245	52408
275	124779	51991
276	125235	51541
277	125687	51088
278	126246	50679
279	126698	50226
280	127022	49724
281	127415	49249
282	127993	48845
283	128440	48391
284	128938	47955
285	129385	47501
286	129764	47022
287	130210	46568
288	130722	46137
289	131088	45654
290	131617	45229
291	132155	44805
292	132694	44382
293	133151	43930
294	133643	43490
295	134121	43045
296	134547	42584
297	134949	42115
298	135472	41683
299	135838	41204
300	136347	40768
301	136731	40295
302	137191	39844
303	137637	39389
304	138085	38935
305	138545	38484
306	138927	38012
307	139517	37597
308	139878	37119
309	140383	36680
310	140849	36231
311	141259	35767
312	141736	35320
313	142271	34888
314	142732	34437
315	143252	33999
316	143687	33542
317	144082	33075
318	144468	32607
319	145037	32180
320	145477	31723
321	145948	31274
322	146428	30826
323	146872	30371
324	147350	29923
325	147738	29456
326	148261	29017
327	148635	28548
328	149172	28111
329	149718	27675
330	150186	27224
331	150682	26777
332	151225	26339
333	151728	25893
334	152232	25447
335	152575	24975
336	153057	24525
337	153544	24076
338	153899	23607
339	154334	23150
340	154829	22702
341	155250	22243
342	155728	21792
343	156255	21348
344	156807	20907
345	157319	20460
346	157753	20003
347	158287	19558
348	158790	19109
349	159183	18647
350	159750	18205
351	160323	17763
352	160811	17311
353	161230	16851
354	161791	16407
355	162263	15952
356	162824	15507
357	163328	15055
358	163834	14603
359	164293	14147
360	164725	13689
361	165209	13235
362	165693	12780
363	166198	12327
364	166713	11875
365	167251	11424
366	167773	10971
367	168205	10512
368	168586	10051
369	169145	9600
370	169621	9144
371	170114	8688
372	170499	8227
373	170955	7770
374	171526	7318
375	172076	6864
376	172396	6401
377	172857	5944
378	173354	5488
379	173708	5028
380	174177	4571
381	174525	4111
382	174979	3654
383	175428	3197
384	176032	2743
385	176500	2286
386	176995	1829
387	177518	1372
388	177995	915
389	178502	457
390	178905	0
